scenario,q2_frozen_profit_yuan,q3_final_profit_yuan
782,69047013.6920642,68973883.7364966
783,70796998.4872398,70704118.7828665
784,71068927.5140371,70980206.2477642
785,70195294.4194553,70111150.0869092
786,67902101.6533744,67811278.6148668
787,69490241.2099841,69467543.5847587
788,68660956.0878903,68594659.5922375
789,69034247.672142,68931910.7806121
790,68988398.5395964,68920343.8346593
791,70694336.3713597,70666648.1075332
792,71988425.2805212,71917790.3608928
793,70504244.6709136,70442696.1061752
794,71224875.3246528,71161446.5707473
795,67997795.6677684,67885972.4037365
796,70801149.6023826,70694455.8446218
797,70248635.8869449,70173577.2215162
798,71933291.5007431,71865348.1271903
799,68888287.6188288,68840866.0356595
800,70051024.3630216,69998813.5698477
801,69764223.0450031,69672495.2322987
802,69996384.9860621,69921697.9844459
803,68702893.1622383,68666745.2819721
804,70287836.917087,70251083.8795375
805,70706960.4282873,70658569.853843
806,71582313.9086804,71483614.3263518
807,71191200.0406133,71140716.9811424
808,68403091.1479652,68313667.7089377
809,70610330.6394101,70516796.3064822
810,67989732.1510245,67918650.9887078
811,69280254.3555793,69201141.514417
812,70235758.6670024,70150835.1775949
813,70549725.3126812,70488837.2435885
814,71666984.2878469,71608494.1730412
815,71579236.243947,71494038.0680165
816,69650335.2513338,69560200.4129643
817,70426362.0820843,70391229.339768
818,67658823.8509224,67557851.3101369
819,70358839.9562153,70281787.3554147
820,69197372.0657516,69128660.2614962
821,71872623.2381884,71814328.2131816
822,68596469.0845826,68491725.597872
823,69644705.6794698,69533483.3510894
824,70647288.4628693,70608138.0792056
825,68828878.6711334,68773586.4434125
826,71036747.7270416,70970358.3753374
827,69636299.3357926,69549700.136534
828,69744236.4627393,69723689.4245312
829,70513892.9726175,70482140.1538107
830,67653050.3958421,67590727.863178
831,69487860.7939635,69465459.3131369
832,70051814.8714793,69984226.915327
833,67494077.5353286,67421916.2394429
834,70545684.2449992,70471953.2123654
835,69595577.0177683,69521051.6142912
836,70668316.150282,70574326.1831245
837,68672161.9198518,68584997.8173679
838,70768424.1066525,70670507.7164802
839,69440122.5580493,69349350.3925773
840,69298022.9506966,69225310.3743252
841,69834005.2156696,69756271.4599325
842,69625788.8375325,69557021.2717882
843,70139718.0231118,70073419.5356531
844,70132051.2565682,70072750.4564515
845,68686802.7455531,68601547.4676885
846,69842204.3511452,69754873.2132875
847,67967378.6419644,67883733.6105363
848,68963496.4749775,68880409.5757302
849,69793541.1197698,69686173.0781935
850,69498669.5944697,69469187.7248823
851,69892115.5876555,69838077.4025149
852,69509738.9924033,69411250.9013597
853,69599725.1330198,69534253.5730011
854,70556883.9361084,70489469.9619944
855,69626548.1647792,69549933.0892244
856,71116711.4045193,71067747.8771489
857,69268928.7883586,69193446.0505879
858,70728377.1769787,70690111.2487935
859,69068082.6322367,69019366.2047084
860,70533864.6206218,70483932.7801335
861,71034692.6828176,70985197.8968571
862,69010464.0348701,68903351.1283247
863,68763568.8354293,68674905.8611579
864,68468438.2395877,68429305.7791778
865,69511869.6789058,69471171.9168027
866,69751870.4127759,69654875.4271327
867,69338435.5460367,69299229.5061591
868,70889611.3792274,70860322.015769
869,67761443.0634491,67687183.0066969
870,71286207.9247246,71212857.4017745
871,68094530.5604312,68019424.9769686
872,66886760.8977487,66803620.8264969
873,70519033.247937,70463654.729841
874,67692309.8923282,67620053.6150986
875,71382764.3912903,71316351.4438738
876,68876603.4445516,68835082.4198314
877,73400464.6104244,73334988.8082844
878,68245560.9079208,68119276.3100732
879,72547512.7545651,72458861.6592902
880,67777535.2727008,67720173.6825233
881,68276653.7331069,68197202.1567905
882,70803798.9122035,70764767.4986865
883,69461005.1969614,69428930.6218962
884,69738903.9757748,69657574.6097941
885,70016435.7643581,69932862.7696562
886,69697551.1022972,69625317.3513212
887,68672303.9625827,68573135.9033751
888,70624256.8230414,70542936.6646891
889,69592226.4017512,69532041.4886573
890,69426142.3039798,69386262.8624436
891,67556603.8589053,67490827.9809319
892,69342986.0555569,69230308.6484493
893,67134345.7716822,67055762.1390347
894,69475637.6545994,69433073.4632843
895,70447067.7828718,70359283.0842466
896,70557682.804317,70452332.5609626
897,70567563.2246559,70468020.0001951
898,71109154.2974988,71034024.7563982
899,69140717.7923091,69075122.178642
900,70024191.8941109,69956252.1803221
901,69482699.9757757,69416937.0820778
902,70754480.5529291,70716273.6108572
903,70820459.3325889,70769253.0944531
904,68995971.5469726,68908425.9896091
905,69023800.1981828,68931103.8886099
906,69171478.0090754,69119447.2883908
907,70871174.7163558,70832288.6552336
908,70101334.7861441,70024268.0182783
909,69337776.1393779,69310238.2364396
910,70743352.0015934,70673196.9961687
911,72164092.1496857,72098871.0964447
912,69857404.5750061,69806687.1311281
913,68890640.3668948,68812806.945329
914,69832882.9705876,69765080.5805722
915,70685000.9875573,70641937.5343378
916,67262720.77948,67179456.4271035
917,69784441.9941854,69704025.6840931
918,69700153.2374555,69589982.1971871
919,70646556.0671392,70620017.8062237
920,69951277.7019576,69860049.1116982
921,69814700.8405884,69764491.0319835
922,68808981.8089587,68754526.2822242
923,70908937.8717927,70834053.233409
924,70330383.6382979,70243236.6132751
925,70659863.0110711,70620704.3595256
926,70319769.312186,70270362.5375792
927,71838608.1836383,71784529.7855135
928,70664642.1339255,70613374.5389675
929,69884362.6321785,69790637.4592371
930,70878061.7649,70774756.9606253
931,71016898.6229801,70965317.2086125
932,71566159.1030696,71484721.2186156
933,68569957.4186344,68493624.7697247
934,68733278.0685655,68695749.6116275
935,71503709.5505006,71422336.9395146
936,70290734.8336098,70214707.0299692
937,68114215.7526703,68040697.0078858
938,69020050.1600677,68948729.1187092
939,68993954.6619877,68927465.423961
940,67589949.5040471,67526149.7417778
941,70668328.3924167,70562624.2800085
942,66093257.8234103,66028464.0463975
943,70643820.4159203,70572719.5992732
944,69450038.297372,69377764.6903301
945,69441543.5816933,69351700.7680751
946,71801845.524456,71669597.9396524
947,70024205.7567773,69951705.0124232
948,68269684.4394092,68214184.5685503
949,70878453.9298646,70800045.8502445
950,69730199.6142386,69689779.689924
951,68601815.8639847,68526752.9454383
952,68543106.6616958,68480809.4057011
953,69606624.2787665,69537134.7993897
954,67664818.8522183,67575926.6809148
955,69306908.4017178,69218223.5918693
956,68465386.0485144,68350687.501728
957,67960337.1178102,67877725.8546559
958,71394204.8232345,71311292.6887725
959,68726741.1419009,68628660.7382866
960,70432977.1644161,70378355.7030886
961,67272399.1775301,67172849.680944
962,68684562.7786559,68612822.4448254
963,69642680.3558279,69557726.428495
964,69250623.3271333,69144823.1893765
965,69753847.3488706,69676445.4653912
966,68877858.6249436,68836124.6263138
967,69982190.2485617,69869966.9087164
968,69664387.0612942,69594453.4203177
969,67799344.8902939,67758686.8090963
970,70675094.7850333,70607610.0022271
971,70208466.4221318,70120759.5055331
972,68339451.5519964,68279177.0889681
973,69685287.8729608,69580931.5106337
974,68251995.2165598,68178440.1129612
975,70066744.1217519,69984510.5164378
976,70522087.2247664,70437121.5464707
977,68786953.5322794,68739518.8613488
978,67549977.2579252,67436022.8318238
979,68481525.2930878,68437275.4270132
980,68723290.4246759,68646720.0436922
981,68420587.0805783,68353225.3166556
982,71627179.2695913,71531555.0809668
983,70314152.0288915,70254236.9375853
984,68716424.0598597,68659430.9462661
985,70684022.2894197,70610055.3222607
986,67944084.5019866,67873523.1029652
987,70151568.899167,70076728.8662795
988,69976575.4659966,69895871.700028
989,68841757.207807,68799936.6403919
990,68173670.4840541,68117088.0782393
991,69927763.7065825,69864816.1380156
992,69497364.1424571,69414006.7498386
993,70574024.778148,70490369.6911099
994,69984340.265735,69933437.7823329
995,71925304.6413111,71878483.5940544
996,68585008.633249,68493037.033337
997,69673730.1907523,69607242.8360743
998,69986281.7114801,69907217.4657795
999,70063866.7128059,69957028.2396302
1000,68737742.2915629,68657416.5997981
1001,71341466.2715044,71298717.8811209
1002,71054866.8462112,71014158.1206044
1003,69965448.9333629,69900680.9665802
1004,69635127.5641821,69565375.3058391
1005,70659334.1825405,70543249.6887663
1006,68619658.0411099,68539698.0180386
1007,69850652.0566904,69776332.3103176
1008,69405331.8659862,69339345.8816977
1009,72368017.1069126,72292002.5777366
1010,67675061.7489816,67575181.2745885
1011,68656476.8557599,68554102.6421826
1012,69803644.4978574,69735515.0340392
1013,67019765.7135164,66926631.6498942
1014,68432753.2697341,68337313.2518685
1015,69840877.7045665,69767693.8038184
1016,69449911.0041743,69381358.284223
1017,69611044.330687,69549573.7244363
1018,70338714.6895234,70234771.4725599
1019,69286476.240019,69206228.0451051
1020,71858386.2464223,71783363.7391415
1021,68018977.0323898,67963805.8735802
1022,69705777.2545563,69596850.7619503
1023,70762135.6047842,70684397.8014695
1024,70312634.1050262,70229752.8330806
1025,70842759.7670074,70786331.2889812
1026,68810395.5441994,68731604.5703263
1027,70001762.7429795,69904923.0750634
1028,68895683.562315,68798138.1170169
1029,67877818.3149212,67777957.9121949
1030,70233579.1210101,70160815.924697
1031,69756138.3501106,69687933.9762821
1032,71215111.2590191,71163768.1882806
1033,69452196.1974248,69386806.3011042
1034,68524360.9746343,68479331.2922772
1035,70316758.8223917,70257194.8865867
1036,70086795.1838169,70019986.2530672
1037,68727566.1620762,68638512.5239224
1038,68885083.4957013,68803872.623885
1039,70428384.9237032,70359036.8941852
1040,69058383.6379147,68968869.9741071
1041,70157118.0452753,70096361.2276267
1042,68448747.6189893,68403807.8780895
1043,69502832.7223343,69396175.0358686
1044,68887748.831014,68796521.4352737
1045,69525262.6677855,69453375.3771141
1046,68213538.0420603,68120962.3807682
1047,68658603.2312431,68518656.8769331
1048,68224436.0151266,68144335.1602435
1049,69416719.4535678,69362004.5155453
1050,69097230.4486213,68996941.8591563
1051,71607743.6571632,71547542.9442262
1052,69154803.7758668,69107691.5708061
1053,70266908.1087212,70187922.94478
1054,70583993.476304,70488892.1115958
1055,71178000.9723878,71095396.0804044
1056,69976789.1062843,69890737.0914291
1057,72096467.6174278,71998233.1415123
1058,70497936.2441118,70404220.6199657
1059,71322902.2959947,71259266.7319232
1060,71000176.8625299,70961037.4954995
1061,68788362.6161759,68747848.6906094
1062,69933613.688774,69852684.2208823
1063,69043391.9636382,68956749.894883
1064,69758966.3968989,69689086.8039789
1065,69307941.1243941,69264165.7021639
1066,69301752.1944037,69167365.3654407
1067,70400397.6428742,70332556.358113
1068,69277283.7029543,69189568.2149441
1069,69051553.4317964,68925889.0040369
1070,70733685.9582279,70676977.4594822
1071,69209492.8131829,69123752.3792328
1072,70653032.117478,70586025.3070272
1073,70022950.4350254,69973025.4581203
1074,71434943.5998509,71344155.64543
1075,67698006.482546,67627431.8417396
1076,70152597.6723424,70124749.2274505
1077,70684962.2490203,70638817.4326325
1078,70108158.5690663,70055831.9821789
1079,70439182.3648399,70350493.0997352
1080,68398003.1079837,68317489.5191149
1081,68510306.7102431,68433127.1495942
1082,69032265.3654468,68951602.7081289
1083,68670115.1964304,68559345.4242613
1084,70360015.5582328,70260652.6293456
1085,68590319.738625,68527664.3109685
1086,67678714.8521756,67627212.8608711
1087,70195408.1510324,70162380.4678056
1088,69622659.1846933,69527032.9413338
1089,70217049.6941386,70113688.0876726
1090,69184359.4610344,69100023.8944801
1091,68754985.3864601,68669246.5030319
1092,69195293.1248423,69109898.4150025
1093,68987049.4101297,68951259.8944755
1094,70693770.3107541,70630994.1458564
1095,68434726.1711837,68352524.0767356
1096,68906498.275589,68868782.6874524
1097,69297719.6807132,69252256.6370735
1098,69376755.9990125,69267024.7479733
1099,69442929.5300747,69406244.3010134
1100,69947148.8038455,69890356.019691
1101,70720801.3740849,70654895.4864193
1102,69966937.8605629,69899056.8981446
1103,70420637.709492,70361828.6058982
1104,69753646.4387652,69673839.1924495
1105,69801074.2201426,69753216.2215563
1106,68329158.9387709,68271265.5161293
1107,69295108.2670443,69206797.7118015
1108,69656829.8674509,69631714.1141813
1109,67029468.405259,66903791.1198308
1110,70071466.9266301,70018965.9626107
1111,68940705.3062591,68849511.2078959
1112,69302794.1932414,69183078.5663707
1113,71533430.4315423,71460839.5899011
1114,69481363.2139278,69398026.3354108
1115,69357343.5163085,69301915.9655598
1116,70881068.2880889,70838662.7282466
1117,70420832.8315307,70337700.5345664
1118,70026635.2588282,69929344.6578452
1119,68966956.7707811,68892281.5784086
1120,69060514.0521771,68972597.7189926
1121,67782301.8919833,67706782.5903334
1122,69359081.7822656,69296119.4664729
1123,69156567.5187258,69076388.5589258
1124,70751166.2103421,70696141.4082642
1125,69556335.132157,69446235.0725699
1126,69414361.7435412,69340048.8818871
1127,70384893.7406476,70292342.1514921
1128,70538048.7512563,70473663.7837621
1129,67875860.2816832,67786658.2821338
1130,70306017.7306743,70221151.3655148
1131,68637462.0581794,68600951.1584733
1132,68950321.7983342,68929785.7586675
1133,69281378.9127163,69213098.7208895
1134,70903510.3391375,70836566.3603619
1135,70156512.4846959,70068508.1357469
1136,70317904.4100383,70251674.9633414
1137,70718881.3818813,70656733.1408348
1138,69921302.4239875,69848674.6685555
1139,69723434.9167816,69632111.7944086
1140,68608096.18873,68554050.1554365
1141,70541055.5873409,70438082.2213545
1142,68834490.689912,68792938.6514328
1143,68919755.6878049,68879193.0686613
1144,70120095.7159528,70053603.3003976
1145,69842202.6933805,69765329.5774942
1146,71241170.4316013,71190018.2784369
1147,68663719.0923501,68632126.195443
1148,69076448.4878015,69004873.6891342
1149,66903500.2484324,66840927.7922549
1150,70140164.9225554,70049151.2947801
1151,69457147.8431314,69395762.5338946
1152,70034948.4491288,69930888.931235
1153,68049274.2393667,68021347.2800025
1154,68752416.7421237,68717220.9341753
1155,71129365.1430385,71096007.2665815
1156,70665107.3894383,70575866.8440053
1157,71168327.8154875,71077151.1617628
1158,71117926.4249735,71046652.9674143
1159,72513221.5737685,72446039.5587216
1160,69641725.8594853,69589451.2870601
1161,69230646.0789095,69173182.1588321
1162,69642605.9896671,69584864.4189778
1163,72894274.2252225,72847352.9793615
1164,67222700.1604997,67125646.689398
1165,67430878.5902817,67316986.6553411
1166,68552656.0681845,68483671.9130235
1167,69254450.0396399,69212747.5125536
1168,67689422.1861129,67582353.1697191
1169,69848712.6178468,69797670.6174869
1170,68899463.4464223,68809784.6502247
1171,69985621.4473732,69945184.3521777
1172,67815755.9625123,67738144.5328155
1173,71957066.0000767,71903148.5440263
1174,69098763.1383959,69002284.756114
1175,70702758.3373455,70606968.1931164
1176,71683361.4576913,71613244.3063003
1177,69728576.6303887,69694317.5559499
1178,69323551.8952989,69246705.9520768
1179,68445395.0773479,68355246.0752682
1180,71659772.7645962,71604199.2516161
1181,69041597.6169898,68936951.4970663
1182,69219643.8628788,69171043.4932099
1183,70574888.8107639,70501337.0406863
1184,68921956.8738497,68844508.3868172
1185,69320336.0756721,69224206.2831577
1186,70417346.0721902,70367506.9411425
1187,69180818.020663,69125454.3752581
1188,69896018.8907845,69831223.1800675
1189,67602053.4470736,67525906.3259623
1190,67395481.2738571,67324967.5365565
1191,68803684.9632614,68676284.0264656
1192,69210990.9054469,69119555.4901982
1193,68779939.5623489,68685112.4718795
1194,69380842.1650747,69315812.1757598
1195,69370548.529113,69275341.6410235
1196,73018812.8088045,72929973.7087328
1197,71212172.1523674,71148605.0237266
1198,66396612.3168201,66319128.5480748
1199,69121413.906868,69038394.2073885
1200,68747500.2952847,68660068.3682798
1201,69227990.8873429,69184119.8689814
1202,70146109.932315,70068208.2861056
1203,68913386.1927976,68833608.1301763
1204,68492567.1712738,68428949.4616945
1205,68565113.2875462,68533808.7836638
1206,68081493.4319015,68011569.5159099
1207,67848960.5648939,67790798.4097677
1208,67743215.8118923,67674072.8751981
1209,68428488.9722905,68352818.3462801
1210,67288005.5518749,67146411.8152269
1211,73031380.624487,72957219.5700947
1212,68921950.0983249,68832477.7815487
1213,70796348.2477888,70731160.7466416
1214,69065219.7937548,69023275.7907819
1215,68379545.6526019,68342835.7077183
1216,67820530.5299243,67717923.094002
1217,72284028.6886022,72225377.9191355
1218,70403707.6599052,70318648.4015015
1219,72006600.5062225,71958286.8656505
1220,68381169.8276458,68303301.0864005
1221,68288529.8024036,68170926.7426824
1222,69985962.4204222,69918151.4895645
1223,70823574.1254656,70726860.4233138
1224,71039599.9662185,70998750.0272418
1225,71856275.2790663,71770263.509846
1226,68687009.4578665,68606353.4027464
1227,70411887.217543,70358629.6479982
1228,69093833.8275832,68992027.8137422
1229,69501175.7240448,69434693.3461487
1230,70544874.045618,70454509.4172651
1231,68802371.5734516,68744966.4518659
1232,70119354.1078911,70044000.1657866
1233,66369269.1602707,66319573.1654077
1234,70347336.9621252,70261580.3704268
1235,69202109.1271243,69160916.196935
1236,70978066.4620515,70913963.4412199
1237,70396794.7531543,70321506.503135
1238,68577788.9887437,68537807.625067
1239,70091199.9321014,69998228.1515587
1240,69672794.7708523,69599587.1746627
1241,70816288.6687275,70715021.7282197
1242,69110699.8830607,69035050.1946958
1243,67396408.1323517,67353315.9588837
1244,71310333.5874293,71245726.4330471
1245,69977706.3504356,69901662.3640046
1246,71251601.8111764,71158129.6412096
1247,69789229.14054,69731829.1731807
1248,68549166.9861225,68474307.6562715
1249,69014419.3893356,68918725.2830364
1250,70353674.2558327,70271399.5503263
1251,68545677.111574,68470276.6378473
1252,69747157.6063053,69709064.8858207
1253,67855284.4033165,67809736.5930708
1254,69356588.1531724,69275852.4503923
1255,70455223.0233895,70371277.6736654
1256,67086517.3361076,66980592.1375212
1257,69704343.1696717,69614020.870353
1258,69067506.0167155,68996107.7285328
1259,70124614.7241613,70049858.848859
1260,72273849.1518244,72235503.519763
1261,70578157.5206247,70481998.4951038
1262,70017544.7895245,69892898.373264
1263,69605236.8821387,69526787.3907103
1264,70004500.7562547,69891582.2672657
1265,67782867.7674115,67706843.3522591
1266,70456823.9591222,70356772.4517101
1267,69551035.2332861,69466925.8228877
1268,69473744.6428272,69457763.8726508
1269,69935068.6719612,69870898.6871566
1270,67594923.2558092,67488035.8808504
1271,72678084.6005533,72638260.4789535
1272,68626717.0393033,68564037.6285495
1273,69204582.0182699,69146079.8758621
1274,70179079.0309601,70095476.7519756
1275,70222555.5166257,70129403.7811476
1276,70075702.6238666,69975455.3542361
1277,67687132.7192464,67606448.8364078
1278,69591198.4738063,69515763.1015753
1279,70140560.5214515,70077375.9833376
1280,69625355.7497972,69559115.6612927
1281,72293010.2290917,72214126.5880282
1282,68162389.7889456,68083043.2069146
1283,71003441.5104985,70883424.2606962
1284,71428612.2518338,71390116.4844881
1285,71649107.8171032,71572537.6438026
1286,68166379.8665953,68089155.6518307
1287,70773425.2703309,70686872.3174326
1288,70139057.2209623,70098944.0343339
1289,68184086.732731,68124600.1825658
1290,68922234.6930575,68850560.6053559
1291,70579210.2314077,70484244.0017485
1292,68047545.978395,67942360.8094158
1293,70116333.4921182,70054230.1909652
1294,71020136.8588722,70953998.941849
1295,69609408.3577043,69523111.3404044
1296,67404695.7940198,67324357.1857909
1297,70585595.7415697,70493491.6601674
1298,67869530.8889861,67829562.2558338
1299,70646697.0279367,70546236.5670136
1300,70395304.4600482,70333086.180657
1301,69243648.8414154,69175725.9199312
1302,68642165.1044547,68559935.8055716
1303,67864776.0092304,67815119.2870234
1304,70173009.0209746,70092256.7465123
1305,70735370.8568296,70689139.1114765
1306,67603332.6483552,67555700.6071448
1307,70629931.9957843,70570690.5845468
1308,68776991.7469394,68702886.0870061
1309,69527368.1390054,69464656.2093501
1310,68948295.1065388,68886989.8605507
1311,70216662.0213437,70135442.6382042
1312,68843848.2260617,68806262.1691408
1313,69785513.6829718,69714730.5142198
1314,67902713.6084901,67820097.5719063
1315,69525130.4022731,69445435.94893
1316,69809794.5545497,69683230.6292561
1317,71262705.4175509,71187835.1889337
1318,70976185.1984069,70895251.1605929
1319,68900957.210456,68794834.9001465
1320,70963262.7030997,70864477.8212384
1321,67765381.5352437,67704179.191218
1322,69664449.6029773,69586158.3154009
1323,69681195.7290096,69580536.1984362
1324,69888019.9091126,69819078.6745383
1325,68382476.0231556,68285719.6136397
1326,69472852.5406598,69391594.2643975
1327,68105022.2810069,68048550.1441819
1328,70137436.2213519,70070128.1814746
1329,70280854.5427088,70207236.4951012
1330,66924626.8867568,66847317.5109592
1331,69412358.3853637,69369882.8943865
1332,68745175.2890517,68648279.1490861
1333,70785204.5194447,70704659.5942718
1334,70332585.5563525,70280948.6321716
1335,69152215.4570991,69073973.2767556
1336,69377285.7476612,69323579.8947427
1337,69377163.4717939,69300665.2872787
1338,69452303.4231173,69371630.0457517
1339,69840304.9299144,69785850.1269768
1340,67739370.4248561,67653791.1570242
1341,70516365.0426113,70453204.7315512
1342,72798212.2684512,72762132.412156
1343,67564121.780419,67502564.0112743
1344,69835929.2013886,69807483.785591
1345,70193444.4172905,70132901.0943754
1346,67707657.1268814,67601440.607866
1347,69212550.1815747,69141226.418041
1348,69396435.2754544,69317067.3475026
1349,69661567.6373533,69567911.1762915
1350,71288114.5080927,71209663.6355788
1351,70827188.3214831,70767493.1633757
1352,68934072.1806744,68821816.3681491
1353,69767848.056081,69711475.6235482
1354,69499279.6819014,69453078.6742659
1355,69130527.3899591,69051097.2682289
1356,69281805.2968467,69223306.6338015
1357,70173992.5311341,70072042.3649476
1358,70314835.2518983,70260573.6779606
1359,70472001.2391024,70395473.8559411
1360,70464873.1956646,70378097.9130615
1361,69670081.8988116,69582931.2941513
1362,70473037.7602695,70384229.8462149
1363,70816072.3766906,70742718.4036692
1364,69760491.0348305,69666806.69442
1365,69597327.9561833,69496578.8014688
1366,69683346.0238001,69637524.2703137
1367,69266813.5472313,69226603.4035022
1368,69724756.4389447,69659913.3488906
1369,71112234.7624052,71026154.2531406
1370,70224517.2846988,70139232.7036448
1371,69637891.0296918,69545594.8361191
1372,68252403.2659692,68160394.5172487
1373,70049833.1155513,69985903.8503675
1374,68262644.4291294,68207123.5171206
1375,70495761.9185558,70398866.0289827
1376,66977136.6837533,66903049.2284215
1377,69515147.7537165,69479615.4030988
1378,69403129.4172562,69349263.0600984
1379,69901113.5971981,69841180.5155569
1380,69357341.5970663,69248866.9368268
1381,70948225.5063765,70908845.8601486
1382,71081176.0338154,71020081.9228327
1383,70612489.4752183,70506204.1510742
1384,68355130.1803468,68287298.9270764
1385,69490602.6110913,69408485.4792507
1386,69099845.3395004,68998311.3652067
1387,70242014.3792701,70152734.7179684
1388,68797535.63644,68716605.2289556
1389,69738844.8864479,69662564.4731021
1390,70270737.7154508,70168279.2787713
1391,70771786.2681529,70694644.2231517
1392,68459677.7319527,68381099.8327515
1393,68045730.8471096,67988332.8176609
1394,68943266.802723,68844520.9343931
1395,70210113.5449037,70169709.1247756
1396,69617841.7379997,69520992.911159
1397,67659606.3197328,67599735.3438424
1398,69121557.8041214,69011803.6567183
1399,69813557.1223099,69755861.4593259
1400,70911644.3229576,70829403.2734749
1401,69258310.7695467,69216947.9012129
1402,68747632.6575155,68667389.5401706
1403,68680660.2835877,68576925.829173
1404,70771705.7968687,70749748.8103426
1405,70028063.4198483,69974768.6029171
1406,70960786.6951519,70885080.7652818
1407,69972213.4578856,69941146.8954032
1408,70683648.103421,70624946.3270378
1409,72083287.7365534,72011421.6125024
1410,68785634.2139161,68704962.3130089
1411,69462537.1039648,69373038.9017299
1412,70727369.953176,70641241.8742758
1413,69912274.8528707,69840376.0052238
1414,72303585.6215192,72259376.0353874
1415,68616858.4130428,68571956.9931292
1416,71739722.647332,71698268.2483462
1417,69556844.4830472,69508691.6083676
1418,70442051.3681851,70311180.2757793
1419,70574468.4801369,70522372.9060173
1420,70660813.3175098,70595601.6256924
1421,68144335.7119233,68073771.3517509
1422,71245577.3266739,71154442.7159164
1423,68342495.3448683,68240183.0473708
1424,68740169.7295535,68685001.3003581
1425,69100789.7673597,69036210.3875109
1426,71165998.796845,71102918.5179065
1427,71041206.6541561,70944933.3658833
1428,70175756.8271398,70127783.3002431
1429,70687898.8652107,70612885.8933042
1430,69875443.2074293,69785634.2350816
1431,69151371.8616968,69070331.265074
1432,68411396.9269856,68344002.0861124
1433,71353416.9595767,71249811.1294021
1434,68353228.2996494,68267434.9048731
1435,67818455.4197909,67708493.3253484
1436,69097238.8194138,69003159.6126025
1437,71233688.5589882,71186275.3798928
1438,68766229.8723197,68682485.2351181
1439,69304837.2484939,69236432.7478052
1440,68697886.7396911,68611302.6189165
1441,69106157.7442256,69047020.51488
1442,69990287.1001699,69890678.6628106
1443,68600309.0446503,68570606.0942571
1444,68538413.3421684,68422847.005217
1445,70728583.14387,70657859.7093586
1446,67741606.0610899,67673727.6372586
1447,68711510.2559839,68643575.3935416
1448,69084345.2022517,69027010.8995707
1449,67704422.5211414,67642958.3232088
1450,71028818.1715663,70918954.4622595
1451,68772812.7245686,68674964.7243865
1452,70209800.7041252,70116395.8679686
1453,69127004.1693361,69026954.8733132
1454,69224858.7284712,69134878.285804
1455,70666356.2447652,70569131.1880269
1456,70428051.8294433,70329317.8610722
1457,67543541.0070765,67469964.5323146
1458,66696902.076732,66610606.9622647
1459,69358032.689941,69286474.3167636
1460,70313142.5545859,70246604.6177936
1461,68609657.2782679,68544786.5720635
1462,72346081.9652342,72264619.4416103
1463,69359989.7048463,69274133.2147038
1464,71332075.5880656,71239484.4067366
1465,67702562.1187162,67601193.211621
1466,69484672.2765725,69422483.8620152
1467,69469726.3212213,69448220.7135605
1468,71004515.2464458,70900750.6831453
1469,70840077.2762731,70748731.9831391
1470,69591824.6683641,69533929.4530775
1471,68973775.1546684,68889712.2617897
1472,67819237.9769287,67757217.2658768
1473,69563360.5191491,69486174.1234098
1474,69016369.4073181,68904900.1944649
1475,71642794.0766746,71593190.2581855
1476,72127601.1083544,72040612.5514344
1477,70178904.7315083,70131280.1531533
1478,69938562.5754835,69874225.7640121
1479,69510966.6023296,69408939.9143846
1480,68234587.3439304,68153910.7603415
1481,71127173.131807,71074939.7341547
1482,68282797.3967877,68241862.6875681
1483,68288713.3655183,68221056.3750332
1484,71273827.9711407,71225167.8891779
1485,70325231.5440302,70272487.4079172
1486,68472773.2715188,68396345.0612794
1487,70167671.7707937,70104055.9814403
1488,68590402.8617223,68499137.804092
1489,70055478.7257478,70017919.6048815
1490,69871643.1224232,69790554.3735254
1491,68333072.439647,68237802.3750178
1492,69291097.1687596,69257364.2428008
1493,72225813.108433,72178467.7731451
1494,66874838.4442474,66846462.9828587
1495,70599650.2832564,70537244.4088332
1496,69580935.2936012,69511968.1886326
1497,66928361.5005136,66824996.3299449
1498,69894974.1002132,69818524.6240159
1499,69956257.3598242,69904420.4324999
1500,68794646.4487896,68737008.7371319
1501,70849404.1520191,70793745.5661897
1502,69474123.7482069,69411260.7454429
1503,68700380.0820709,68593261.9175406
1504,68775211.0213456,68693678.0256321
1505,66592967.4220297,66501163.3743957
1506,72061558.2532893,71962801.2043335
1507,70179910.5010462,70063556.847789
1508,70283067.406062,70216582.1820233
1509,68935485.2452914,68876859.999131
1510,71297246.1363068,71244949.5926939
1511,68811613.9717816,68768429.1296288
1512,70277100.4660292,70198287.7043028
1513,70308035.641442,70268457.6737528
1514,70858967.740101,70791538.8308386
1515,69925981.2455403,69875865.8616569
1516,67662776.3364707,67581315.1162815
1517,67891211.1446778,67828873.5734588
1518,70391584.5483939,70308319.2027146
1519,69825732.7817405,69778671.2181283
1520,70959354.790593,70906699.1018124
1521,71263860.5082343,71224975.4579825
1522,66914830.7627412,66800933.8030739
1523,69651283.5425907,69599194.1439161
1524,68129403.5230209,68054312.8649966
1525,71975671.9354038,71884981.0535946
1526,71083718.3724687,71016909.6013715
1527,70712409.3478428,70641967.4584521
1528,71141684.1906365,71051673.7926083
1529,68781166.2266586,68685864.2046917
1530,71450865.9518599,71356328.1042249
1531,69566072.9642974,69475101.1903498
1532,70373125.7148169,70309766.2426857
1533,68967749.5032708,68893081.2958951
1534,70805776.5684283,70716688.8325612
